id,created_at,screen_name,user_name,user_location,text
593117859783450624,Tue Apr 28 18:21:32 +0000 2015,shanley,Shanley,San Francisco,Really interested in this discussion. Like many women in tech i have experienced finding out i was making half of what i should be #talkpay
593118176969240576,Tue Apr 28 18:22:47 +0000 2015,shanley,Shanley,San Francisco,The ONLY reason i found out? talking to other tech workers in my same role. i had no fucking idea. employer was happy to exploit #talkpay
593118337040719873,Tue Apr 28 18:23:25 +0000 2015,ashedryden,res ipsa loquitur,Mewtropolis,"“On May 1st I will be publicly discussing my job title, my experience and my salary on #talkpay.” http://t.co/QnXDetROaB"
593118739140194304,Tue Apr 28 18:25:01 +0000 2015,shanley,Shanley,San Francisco,May 1st is Friday. i will definitely be contributing to sharing my salary info on #talkpay then. hope other tech workers will join as well.
593119415975051265,Tue Apr 28 18:27:43 +0000 2015,alicegoldfuss,Alice Goldfuss,"Portland, OR",Let's Talk About Pay https://t.co/VETk29L5Su #talkpay
593121762029633537,Tue Apr 28 18:37:02 +0000 2015,tesherista,Cory Teshera,"Minneapolis, MN","Set my own prices as freelance database designer. Clients assume I'm inexperienced/""discount"", or I do graphic design/web frontend #talkpay"
593121913725198336,Tue Apr 28 18:37:38 +0000 2015,meaganewaller,Ms. Andry,clearwater,"Oh man, do I have some things to share on May 1st via #talkpay. I hope you'll join in, too. https://t.co/nbotnUutQX"
593122896370741248,Tue Apr 28 18:41:32 +0000 2015,shanley,Shanley,San Francisco,1 reason i think #talkpay is so important for tech workers is because you look at how these gaps impact ppl's ability to found startups
593123559846838273,Tue Apr 28 18:44:11 +0000 2015,mudlock,Dale,Anchorage AK,"#talkpay: Federal contractor or in CA, CO, LA, ME, MI, MN, NH, NJ, or VT? You CANNOT be punished for discussing pay. http://t.co/6t1Qm0FIi5"
593124628161134592,Tue Apr 28 18:48:25 +0000 2015,VerteDinde,Keeley,,May 1 is International Worker Day. Let's talk about pay inequality: https://t.co/NtpRy6c11n #talkpay
593124793970397187,Tue Apr 28 18:49:05 +0000 2015,VerteDinde,Keeley,,"I'm excited to talk about pay this Friday for #talkpay. I actually consider myself quite fairly compensated by my company, but..."
593125686023323648,Tue Apr 28 18:52:37 +0000 2015,VerteDinde,Keeley,,I also think female employees - entry and executive level - benefit from open salary conversations. All the more reason to #talkpay
593126591309488129,Tue Apr 28 18:56:13 +0000 2015,juliepagano,juliepagano,,Let’s Talk About Pay. I will join in on May 1st to #talkpay. &lt;3 @laurenvoswinkel &amp; @ModelViewMedia https://t.co/TL279xMbQj
593126878086586369,Tue Apr 28 18:57:22 +0000 2015,parody_bit,Coral,moving somewhere,@mudlock I thought that was a federal law? NOBODY can be punished for #talkpay ?
593126939369598977,Tue Apr 28 18:57:36 +0000 2015,mudlock,Dale,Anchorage AK,"And if you feel safe, print out your pay, title, and years of experience and hang it by your desk on May 1st. #talkpay"
593129138841583616,Tue Apr 28 19:06:21 +0000 2015,mudlock,Dale,Anchorage AK,.@parody_bit Here's the @ACLU on the Paycheck Fairness Act: https://t.co/kydBAfonJR #talkpay
593143413127704576,Tue Apr 28 20:03:04 +0000 2015,thejoannagraham,Jo Graham,"Lincoln, sometimes Cambridge",Anyone I know participating in #talkpay this Friday?
593164790815666176,Tue Apr 28 21:28:01 +0000 2015,mudlock,Dale,Anchorage AK,#talkpay https://t.co/q6wnTti17s
593245327232278528,Wed Apr 29 02:48:02 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"In case you missed it, I released an article discussing pay inequality with a call to action on Friday https://t.co/XGTvCTRHJX #talkpay"
593421460288442368,Wed Apr 29 14:27:56 +0000 2015,parody_bit,Coral,moving somewhere,"I haven't decided whether I'm pushing #talkpay to the library community or not. I am definitely in favor for the tech community, though!"
593421659987701760,Wed Apr 29 14:28:43 +0000 2015,parody_bit,Coral,moving somewhere,Enough librarians work for public institutions that we already kind of have salary transparency. #talkpay
593424127576281088,Wed Apr 29 14:38:31 +0000 2015,escowles,esme,"gainesville, florida","@parody_bit e.g., all UC employees salaries are searchable at http://t.co/l2yi9x79UO #talkpay"
593425158838190081,Wed Apr 29 14:42:37 +0000 2015,Hastirandy,randy hastisown,,Interesting talk on vinyl http://t.co/t9F6DpX5ke @BV @chy_leigh #talkpay #speakuplistenup #waxwednesday
593428450746114049,Wed Apr 29 14:55:42 +0000 2015,Jonplussed,Monads and Strife,"Madison, WI",I cannot wait for #talkpay tomorrow. I hope everybody who can joins.
593428864119873536,Wed Apr 29 14:57:21 +0000 2015,Jonplussed,Monads and Strife,"Madison, WI",Tech companies just -love- their flat hierarchy  with disparate salaries. Guess what? That isn't flat— it's an implicit hierarchy. #talkpay
593429054675619840,Wed Apr 29 14:58:06 +0000 2015,FotoVerite,Matthew Bergman,New York,@steveklabnik @laurenvoswinkel for the record my asking rate is 125hr but my main two gigs are 90hr because they're awesome. #talkpay
593429336331419649,Wed Apr 29 14:59:13 +0000 2015,Jonplussed,Monads and Strife,"Madison, WI","Why would any company want an implicit hierarchy? It frees them from elucidating responsibilities, resulting in unequal workload. #talkpay"
593433038635323392,Wed Apr 29 15:13:56 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,My #talkpay piece originally had a history of the labor mvmnt that illustrated just how concerted the effort to suppress collectivism is/was
593437880481021953,Wed Apr 29 15:33:10 +0000 2015,Jonplussed,Monads and Strife,"Madison, WI","Regarding flat hierarchies, without concrete, published responsibilities, you cannot define concrete, objective success criteria… #talkpay"
593438201399812096,Wed Apr 29 15:34:27 +0000 2015,Jonplussed,Monads and Strife,"Madison, WI","…and without concrete success criteria, who is ""successful"" is entirely the whim of bosses, and with no way to dispute— by design. #talkpay"
593443148669542400,Wed Apr 29 15:54:06 +0000 2015,SynfulVisions,Rob,"St. Petersburg, FL","Well, this whole #talkpay thing should be interesting. I'll disclose my pay rate for my primary contracts."
593446663349481472,Wed Apr 29 16:08:04 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,I am pushing for us to #talkpay b/c there is a concerted effort to prevent us from doing so… so there must be a concerted effort to do so.
593446915129405441,Wed Apr 29 16:09:04 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,The stagnation of wages in the US for the past 40+ years and the fall of unions is NOT a coincidence. Collectivism works. #talkpay
593486105007280129,Wed Apr 29 18:44:48 +0000 2015,gabi__voicu,Gabriela Voicu,,"this Friday I will be following #talkpay. if you're new to the tech industry, you should too http://t.co/5NGgJgNH3Q"
593496003111735296,Wed Apr 29 19:24:08 +0000 2015,anniezyu,Annie Z. Yu,"New York, NY",.@laurenvoswinkel on how to tackle pay inequality. Step 1: Talk abt your pay w/each other https://t.co/wPgSfeQ9aC #talkpay
593504343669608450,Wed Apr 29 19:57:16 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,Great summary detailing the fact that restricting pay discussion is illegal: http://t.co/RHyuLQKkeE h/t @cppcabrera #talkpay
593506017771552768,Wed Apr 29 20:03:56 +0000 2015,shanley,Shanley,San Francisco,FRIDAY. Tech talks about pay: https://t.co/hnGeyYaJoH  #TALKPAY
593579257978195969,Thu Apr 30 00:54:57 +0000 2015,RedwoodGirl,RedwoodGirl,"Temescal, Oakland, California","On May 1st, Int'l Workers’ Day, use the hashtag #talkpay to publicly discuss your job title, experience, and salary. https://t.co/f6s8f4Hyms"
593588124795691008,Thu Apr 30 01:30:11 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,@em_zyme @lindseybieda @LynnMagic @madamdehooch That’s what I’m pushing for! You in tomorrow to #talkpay ?
593811019148828672,Thu Apr 30 16:15:54 +0000 2015,shawnacscott,Shawna Scott,"Portland, OR",I’ll be joining in on May 1st to #talkpay. Thanks @laurenvoswinkel &amp; @ModelViewMedia https://t.co/gMt1tkJdtt
593827308642832384,Thu Apr 30 17:20:37 +0000 2015,susie_c,Susie Cagle,"Oakland, CA","@laurenvoswinkel hi Lauren, would love to talk #talkpay with you -- what's the best email to reach you?"
593827839692165121,Thu Apr 30 17:22:44 +0000 2015,kasperka,Jana Kasperkevic,NYC,"@laurenvoswinkel Hi Lauren, any chance that you'd be able to chat about #talkpay today? Email: jana.kasperkevic at http://t.co/Wsp8to42bX"
593835972673974272,Thu Apr 30 17:55:03 +0000 2015,AAUWPolicy,AAUW Public Policy,"Washington, DC",#POTUS decision2 #raisethewage 4fed contractors gr8 news. Now protect them from retaliation when they #talkpay!  #1FairWage #12by2020
593835977858162688,Thu Apr 30 17:55:04 +0000 2015,LisaMaatz,Lisa M. Maatz,DC -- inside the Beltway ,#POTUS decision2 #raisethewage 4fed contractors gr8 news. Now protect them from retaliation when they #talkpay!  #1FairWage #12by2020
593838374533730305,Thu Apr 30 18:04:36 +0000 2015,shanley,Shanley,San Francisco,TOMORROW the tech industry will be openly discussing pay at #talkpay. Who do I know who will be participating as well?
593842543785304065,Thu Apr 30 18:21:10 +0000 2015,John_Pettigrew,John Pettigrew,"Cambridge, UK","""To truly begin to eradicate pay inequality, we need a radical discussion. So let’s talk about pay."" https://t.co/GfqAZ5UFgW #talkpay"
593848490456907776,Thu Apr 30 18:44:47 +0000 2015,fquednau,Frank L.  Quednau,Germany,So anybody I know who will be joininh #talkpay ?
593869947207610370,Thu Apr 30 20:10:03 +0000 2015,3eighteenmedia,3eighteen media,"Atlanta, GA",I support this 1000%. --&gt; https://t.co/W0MaFXoprg #talkpay
593913564508786688,Thu Apr 30 23:03:22 +0000 2015,iroc,cori,"San Francisco, CA",Super excited for #talkpay tomorrow! https://t.co/Oo1qDnzU17 Let’s answer @laurenvoswinkel’s call to action and break the salary taboo.
593917899338862595,Thu Apr 30 23:20:36 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"It’s almost noon in Wellington, NZ on International Workers’ Day, so I would like to say some things before we #talkpay"
593918124002443264,Thu Apr 30 23:21:29 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"This is inherently a defiant act, for the past 40 years, in the US, wages have remained stagnant by dismantling worker protections. #talkpay"
593918413904437248,Thu Apr 30 23:22:39 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"There is a risk involved in talking about salary, particularly in what are known as “Right to Work” states. http://t.co/ZfYh0EMU0R #talkpay"
593918581387198466,Thu Apr 30 23:23:18 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"In these states, an employer can fire you for ANY reason, whatsoever. This is one major case of workers’ rights erosion. #talkpay"
593918802779320320,Thu Apr 30 23:24:11 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,Collective action provides protection via popular opinion. There is a strength in numbers. The more of us who #talkpay the better.
593919136507518976,Thu Apr 30 23:25:31 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"That said, by participating there will be a risk involved. Another aspect of collective action is the willingness to help. #talkpay"
593919371245920256,Thu Apr 30 23:26:27 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"With that in mind, if people #talkpay and feel they are terminated for doing so, I will work to start a crowdsourced legal defense fund."
593919568491507714,Thu Apr 30 23:27:14 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"Hopefully, with enough visibility, and enough coverage, we will not need to do so. But I want that safety net to be there. #talkpay"
593919890479837185,Thu Apr 30 23:28:31 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"Also, I’m hoping that we would be able to work with a labor law organization to get legal help as well, if needed. #talkpay"
593920124433899520,Thu Apr 30 23:29:26 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"This is an inherently radical act. Unfortunately I can’t promise to help those internationally, but I would try to network to do so #talkpay"
593920281745457152,Thu Apr 30 23:30:04 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"But with that said, I am also willing to be the first person to #talkpay as I said I would do in my article here: https://t.co/XGTvCTRHJX"
593920518430011393,Thu Apr 30 23:31:00 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"I’m a Sr. Software Developer w/ 9 yrs. exp. working remotely from Pittsburgh, PA for a DC based company. I make $122k/yr #talkpay"
593921359337693185,Thu Apr 30 23:34:21 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"It is also worth noting, in order to reduce potential liability, do not name your employer in the tweets when you #talkpay"
593922249461256192,Thu Apr 30 23:37:53 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,I’ve had people suggest putting in other compensation when we #talkpay but I’m trying to keep things tweet sized :3
593923381688401920,Thu Apr 30 23:42:23 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,"Not going to lie, I’m terrified because I just tweeted my salary at #talkpay… but it is EXACTLY b/c of that fear that this needs to happen."
593926206447226880,Thu Apr 30 23:53:36 +0000 2015,brianwisti,brian wisti,"Seattle, WA",Just the *thought* of #talkpay put a cold knot in my gut. https://t.co/yyNuc2KXBK
593933711298662400,Fri May 01 00:23:26 +0000 2015,fronxer,fronx(er),pronouns: he/they/she/any,watch this: #talkpay
593934417887764481,Fri May 01 00:26:14 +0000 2015,IanAMaddox,Ian Maddox,The Emerald City,#talkpay is both scary and intriguing. I'm in. @shanley @laurenvoswinkel @geeksam
593935910497976320,Fri May 01 00:32:10 +0000 2015,ben_chaotica,ben dafydd gillard,"Auckland, NZ","I'm sole VB6 dev for niche desktop app, (work from home) in Auckland NZ, ~13 years exp, NZ$54k p/a before tax. #talkpay"
593936493913202689,Fri May 01 00:34:29 +0000 2015,jwisser,Jonas Wisser,"Pittsburgh, PA","I'm going to be participating in #talkpay tomorrow. If you don't know about this yet, please read https://t.co/kB8uxJleKk"
593937255988928512,Fri May 01 00:37:31 +0000 2015,aTHORable_,Thor Balavage,,Give us Leonard Williams @Redskins #USC #redskinsnation #talkpay #Gamer
593939909947318272,Fri May 01 00:48:04 +0000 2015,parody_bit,Coral,moving somewhere,"Those of you doing #talkpay, I appreciate what you're doing. If we do this annually, I'm in next year, OK?"
593943334093094912,Fri May 01 01:01:40 +0000 2015,iroc,cori,"San Francisco, CA","UX Designer at a San Francisco, CA startup. 7 years in tech. Former Visual, Web, Graphic Designer. $100k/yr. #talkpay @laurenvoswinkel"
593944385999413249,Fri May 01 01:05:51 +0000 2015,kantrn,Noah Kantrowitz,"Lafayette, CA","Programmer and FOSS developer. 8 years in tech (10 in FOSS overall). Made ~$65k last year, mostly self-employed on FOSS server ops. #talkpay"
593944462717399041,Fri May 01 01:06:09 +0000 2015,emarcroft,Emarcroft,"Bay Area, California","Operations/Finance/General Startup Ace, 14 years experience, currently at 4th FT Bay Area startup job $85k/yr. #talkpay"
593947210376617984,Fri May 01 01:17:04 +0000 2015,theomn,Owen MovieBiz Nelson,"Hillsboro, Oregon",@brianwisti wtf is #talkpay
593948664403374080,Fri May 01 01:22:51 +0000 2015,kelseyinnis,kelsey ᕕ( ᐛ )ᕗ,San Francisco,i think the min condition for me to share salary history on #talkpay would be a man i worked with going first. i freely share in backchannel
593949883687694336,Fri May 01 01:27:41 +0000 2015,laurenvoswinkel,Societal Obstacle,Pittsburgh,I’d like to clarify something as well. #talkpay is for EVERYONE to participate in. This is not bound by field or gender.
593950214236426240,Fri May 01 01:29:00 +0000 2015,iroc,cori,"San Francisco, CA",@TheSoftestBull @laurenvoswinkel THAT. That is exactly what #talkpay is about for me. The stigma of making too much or tool little.
593950302245552128,Fri May 01 01:29:21 +0000 2015,freakboy3742,Russell Keith-Magee,"iPhone: -31.933884,115.957390",@kantrn Ah - thanks. Missed the significance of the #talkpay hashtag.
593950330783662080,Fri May 01 01:29:28 +0000 2015,jackyalcine,Jacky Alciné,New York City,"#talkpay full stack web developer, last year was $80k but now freelancing"
593950521343348736,Fri May 01 01:30:14 +0000 2015,ericholscher,Eric Holscher,"Portland, Oregon","Last job I had (2013) I made $80k/yr, python software developer with 5 years of experience in Portland. #talkpay"
593952825270509568,Fri May 01 01:39:23 +0000 2015,steelCityMystic,Tarsis Woodwell,,@laurenvoswinkel I make 9.50/hr for forty hours a week as a delivery driver and warehouse worker. #talkpay
593953498279989248,Fri May 01 01:42:03 +0000 2015,DrJaneChi,"Jane Doe, MD",Midwest,"#talkpay The taboo on discussing pay serves employers &amp; harms workers, esp the marginalized. Thanks @laurenvoswinkel https://t.co/Dp9G3g92a9"
593954065106739200,Fri May 01 01:44:18 +0000 2015,whoisaldeka,Karen Rustad Tölva,Bay Area / wherever,"Unicorn (lead web/frontend/UX/graphic design) at a Palo Alto startup, 6ish yrs in tech. Just got a raise w/o asking (wat). $120k. #talkpay"
593955632929058816,Fri May 01 01:50:32 +0000 2015,alicegoldfuss,Alice Goldfuss,"Portland, OR","Thinking on the #talkpay trend for tomorrow, I realize how far I've come in a short amount of time. I never would have expected it."
593957377717579776,Fri May 01 01:57:28 +0000 2015,tehgeekmeister,tehgeekmeister,"Bay Area, CA","not comfortable sharing about current employer, but was at $85k at a previous company, with just over two years experience. #talkpay"
593957472127193088,Fri May 01 01:57:51 +0000 2015,laceynwilliams,Lacey Williams,"Portland, OR","#UTexas salaries are public record, so tomorrow I'm going to #talkpay and I hope you'll join me!"
593958918633558016,Fri May 01 02:03:36 +0000 2015,laceynwilliams,Lacey Williams,"Portland, OR",(I honestly don't know if I would #talkpay if I worked somewhere else. I'm super fortunate not to fear for my job.)
593962763820474369,Fri May 01 02:18:52 +0000 2015,drpotter,Diana Potter,"Vancouver, WA",Not sure if I'm brave enough to participate in https://t.co/2VuI8IUVB3 but I'm so awed by how many people already are tweeting. #talkpay
593964577357893632,Fri May 01 02:26:05 +0000 2015,tehgeekmeister,tehgeekmeister,"Bay Area, CA",This is the second time in my career I found I am payed close to as much/more than a significantly more experienced woman.  #talkpay
593964827749515264,Fri May 01 02:27:04 +0000 2015,YungRama,Yung Rama,Kanyakumari ✈ NASA,"For May Day #talkpay, 4 yrs ago I was a prep cook washing dishes in Michigan for $7.50/hr after teaching high school at $15/hr, no benefits"
593965089385947136,Fri May 01 02:28:07 +0000 2015,cppcabrera,Alej C. λ Femme,"Austin, TX, USA","#talkpay, early release edition:

* Sr. Software Dev, backend
* 3yrs in tech, 7yrs MS CS
* $120k/yr

@laurenvoswinkel"
593965816497901568,Fri May 01 02:31:00 +0000 2015,wwahammy,Eric Schultz,Appleton,I'm a Community Manager for an open source consortium with about 3 years experience. 75k. #talkpay
593966463708471296,Fri May 01 02:33:34 +0000 2015,tpitale,Tony Pitale,"Washington, DC","@laurenvoswinkel I am a DC employee for that same company, a “Lead” Developer, and I make 134k/yr. #talkpay"
593966523636584449,Fri May 01 02:33:49 +0000 2015,cppcabrera,Alej C. λ Femme,"Austin, TX, USA","To add data to #talkpay, I'll include former roles:

* Software Dev 2
* 2yrs tech, 7yrs MS CS
* Austin, TX
* $80k/yr"
593966900230557696,Fri May 01 02:35:19 +0000 2015,cppcabrera,Alej C. λ Femme,"Austin, TX, USA","#talkpay

* Software Dev 1
* 0yrs in tech, 7yrs MS CS
* Georgia
* $65k/yr"
593967302002876416,Fri May 01 02:36:54 +0000 2015,cppcabrera,Alej C. λ Femme,"Austin, TX, USA","#talkpay

* CS Graduate Teaching Assistant
* 4yrs BS CS
* Florida
* $12k/yr"
593967573785452544,Fri May 01 02:37:59 +0000 2015,justdoglet,kj Woolley,"Vancouver, Canada","I would be putting my job at considerable risk if I were to #talkpay. I think it's even against my employment agreement, unfortunately."
593967709638918144,Fri May 01 02:38:32 +0000 2015,cppcabrera,Alej C. λ Femme,"Austin, TX, USA",@laurenvoswinkel You're welcome! I'm totes behind #talkpay for those that are able to contribute.
593968879086501889,Fri May 01 02:43:10 +0000 2015,YungRama,Yung Rama,Kanyakumari ✈ NASA,Next job was in design &amp; frontend with Drupal at $45k 3yrs ago &amp; $70k for the same role in SF 2yrs ago… #talkpay @laurenvoswinkel
593970276733362176,Fri May 01 02:48:44 +0000 2015,sw17ch,John Van Enk,"Bellingham, WA","#talkpay

* 4 years BCS in Computer Science
* Grand Rapids, MI (2014)
* $75k/yr

@cppcabrera"
593971170891829249,Fri May 01 02:52:17 +0000 2015,grhmc,Graham Christensen,"Austin, Texas",#talkpay?
593972176568655872,Fri May 01 02:56:17 +0000 2015,aredridel,Aria Stewart,"Somerville, MA",So to #talkpay I'm a node.js Developer for PayPal with 20 years experience (open source) in Boston. -- $160k
593973123919192065,Fri May 01 03:00:02 +0000 2015,warmwaffle,Matthew Johnston,"San Antonio, TX",@grhmc #talkpay!!!
593973150586695680,Fri May 01 03:00:09 +0000 2015,annelibby,Anne Libby,NYC and virtual,"@rthsiung have you seen #talkpay, via @ModelViewMedia..."
593973184405319680,Fri May 01 03:00:17 +0000 2015,SteMcLellan,Stephen McLellan,"Rochester, NY",The #talkpay tag is interesting. Will be interested to see how many people participate in it tomorrow.
593973559099166720,Fri May 01 03:01:46 +0000 2015,cbrewbs,Chad Brewbaker,"Clive, IA","#talkpay 7 years grad school 0 in industry, $53k year @Telligen as a junior java dev."
593973966022160385,Fri May 01 03:03:23 +0000 2015,cbrewbs,Chad Brewbaker,"Clive, IA","#talkpay 7 years grad school 2 in industry, $90k year @modis as a Test Automation Developer"
593973975656624130,Fri May 01 03:03:25 +0000 2015,binarycleric,Jon Daniel,"Pittsburgh, USA",I'm pretty sure #talkpay will be disastrous for many Pittsburgh tech shops. Folks will start asking for more money and/or start job hunting.
593974463131090944,Fri May 01 03:05:22 +0000 2015,heavenly_calx,Ósk Bat,"Austin, Tx","If I participated in #talkpay it'd be for my previous jobs and gee, that's going to be awkward..."
593974921153380352,Fri May 01 03:07:11 +0000 2015,tpitale,Tony Pitale,"Washington, DC","@binarycleric not just developers/engineers/programmers, either. So many of the people we work with are making a fractional amount. #talkpay"
593976339511676928,Fri May 01 03:12:49 +0000 2015,vnaylon,Vanessa Naylon,San Frantasia,@sixcircuit @ljharb post to #talkpay (and contribute) tonight and tomorrow
593977452810149889,Fri May 01 03:17:14 +0000 2015,YungRama,Yung Rama,Kanyakumari ✈ NASA,Seemed like $45k for junior frontend &amp; around $60k for senior frontend devs in Michigan a few years ago #talkpay @heavenly_calx
593977858197950464,Fri May 01 03:18:51 +0000 2015,djbender,Derek J Bender,"Rapid City, South Dakota",Watch: #talkpay
593978425699934209,Fri May 01 03:21:06 +0000 2015,binarycleric,Jon Daniel,"Pittsburgh, USA","If a company constantly complains about ""lack of talent"" you are probably being underpaid. #talkpay"
593979295581638656,Fri May 01 03:24:34 +0000 2015,heavenly_calx,Ósk Bat,"Austin, Tx","...however, I'm pretty sure I'm about to see some close friends shit some epic bricks as this #talkpay tag propagates.

Will be interesting."
593980266873368576,Fri May 01 03:28:25 +0000 2015,SchellAgain,Schell Carpenter,"Austin, TX","anyone that works for me and wants to #talkpay on here tomorrow, I will have your back."
593980424797474816,Fri May 01 03:29:03 +0000 2015,jfredett,Joe Fredette,"Franklin, MA","I'm obligated such that I can't #talkpay, but I can say that it's likely that I make more than equally talented women, and that's awful."
593981279655297026,Fri May 01 03:32:27 +0000 2015,binarycleric,Jon Daniel,"Pittsburgh, USA",Free idea: Allow a candidate to bypass most of the interview process by submitting a recent job offer from a lower paying firm. #talkpay
593981937712234496,Fri May 01 03:35:04 +0000 2015,YungRama,Yung Rama,Kanyakumari ✈ NASA,"Truth, I'd rather #talkpay about minimum living wage than tech salaries, why I made $35k as a teacher, a noble job…
https://t.co/I4NvrmDuhp"
593983473808973824,Fri May 01 03:41:10 +0000 2015,juliepagano,juliepagano,,Remember that #talkpay is tomorrow. Be sure to take a look and join in if you can.
593985057003417600,Fri May 01 03:47:27 +0000 2015,skimbrel,veruca salty,"Oakland, CA",looks like #talkpay is getting started early. another white-cis-male dev in SF datapoint: $148k on a Berkeley CS degree and five years exp
593985133276860416,Fri May 01 03:47:46 +0000 2015,cbrewbs,Chad Brewbaker,"Clive, IA","#talkpay 7 years grad school, 3 in industry, Software Dev, in the ballpark of what is publicly disclosed http://t.co/MdFZRIky2E"
593985909088878593,Fri May 01 03:50:51 +0000 2015,compiledwrong,compiled wrong,San Francisco,"#talkpay 125k, 4yr 'real' experience, SF software dev."
593985956811644929,Fri May 01 03:51:02 +0000 2015,pcorliss,pcorliss,"Chicago, IL",Seeing some #talkpay posts. And one about scrapping by on $130k/yr. Financial literacy is important. Everyone should budget their money.
593985976134807553,Fri May 01 03:51:07 +0000 2015,skimbrel,veruca salty,"Oakland, CA",realization: that is double what I made in my first dev job out of college and I’m probably not twice as good #talkpay
593987430019145729,Fri May 01 03:56:53 +0000 2015,thafreak,!Dr,Ohio,After 6 years (and roughly 5 raises) I was only making ~65k. Senior Linux sysadmin with MS in CS and close to 15 years experience. #talkpay
593987512600698881,Fri May 01 03:57:13 +0000 2015,SchellAgain,Schell Carpenter,"Austin, TX","just ran the #s prior to the most recent annual review cycle (wld do that but lazy) and avg is 145k, men 146k, women 145k. Damnit. #talkpay"
593989122953486336,Fri May 01 04:03:37 +0000 2015,binarycleric,Jon Daniel,"Pittsburgh, USA",Going to bed. Happy #talkpay day everyone!
593989885003833344,Fri May 01 04:06:39 +0000 2015,skimbrel,veruca salty,"Oakland, CA",@jek133 and I’m glad we’re doing #talkpay because it angers me so much that women and PoC are getting paid less for the same work I do
593990512245403648,Fri May 01 04:09:08 +0000 2015,thafreak,!Dr,Ohio,"I used to care how much I made relative to my peers. Then I went to work for myself. Now I make even less, but I'm far happier now. #talkpay"
593990660685860864,Fri May 01 04:09:43 +0000 2015,skimbrel,veruca salty,"Oakland, CA",another #talkpay thought: went out to eat the other day and didn’t notice til the end that there was a “lift up Oakland surcharge”
593991242943332352,Fri May 01 04:12:02 +0000 2015,vogon,Colin B.,"Seattle, WA","#talkpay $63,600 as a (non-faculty) developer at a public university, with five years private-sector experience (at $80 -&gt; $120k in 2013)"
593992625092362241,Fri May 01 04:17:32 +0000 2015,vahnj,James Vogon,,#talkpay been working as a data warehouse engineer for the last 3 years.  went from $85k starting to $112k today after two raises
593995261560651776,Fri May 01 04:28:00 +0000 2015,aebraddy,Anthony Braddy,NC/NYC,"Folks planning on getting #onhere tomorrow and talking about how much funds they stack? Nah bruh, yall tripping. #talkpay"
593995821969866752,Fri May 01 04:30:14 +0000 2015,eevee,❀❁ eevee ❁❀,Sin City 2000,"#talkpay i work for yelp (sf, remote) as, like, imagine indiana jones but for legacy code
been here 3 years, 3ish exp before this
$145k"
593996077914685441,Fri May 01 04:31:15 +0000 2015,eevee,❀❁ eevee ❁❀,Sin City 2000,"#talkpay before this i worked for a dinky place in pittsburgh on a perl web app, also remote, $60k"
593996234530033664,Fri May 01 04:31:52 +0000 2015,brendanl79,Brendan LeFebvre,Greater Boston Area,"#talkpay Boston-area software developer (mostly Java/C++), hired at $75K in 2008 with BS in CS &amp; 5-7 years semi-related experience"
593996430202654720,Fri May 01 04:32:39 +0000 2015,protectedstatic,protected static,Republic of Cascadia,"#talkpay Non-comp sci software developer w/ 20 yrs experience, working for ambitious consulting startup: $129K in my 1st year (2014)."
593996823808774144,Fri May 01 04:34:13 +0000 2015,RedwoodGirl,RedwoodGirl,"Temescal, Oakland, California",@micahuetricht @inthesetimesmag Are you checking out the #talkpay hashtag? Some folk are getting started early. It's enlightening.
593996841181683712,Fri May 01 04:34:17 +0000 2015,jessiexjquine,jessie,,"ugh, #talkpay is v. important, but 1. i'm not sure which account (boy one or this one) to do it on and 2. i'd feel bad saying salary here :/"
593996899260043264,Fri May 01 04:34:31 +0000 2015,vogon,Colin B.,"Seattle, WA","@akatookey @Swandre3000 great thing is that since programmers are so anti-union, they have no bargaining power (hence the #talkpay hashtag)"
593997606747033600,Fri May 01 04:37:20 +0000 2015,jessiexjquine,jessie,,"for context on #talkpay: https://t.co/GgZaGKIbvp
it's ~for tech employees to share salaries (to help ppl figure out they're being underpaid)"
